最新价,涨跌幅%,代码,名称,最高,最低,开盘,昨收,总市值,流通市值,主力净流入(万),超大单净流入(万),大单净流入(万),中单净流入(万),小单净流入(万),净流入占比%
70.22,9.99,002156,通富微电,70.22,66.18,67.69,63.84,106565655161.0,106555495029.0,124924.63,151246.54,-26321.9,-66186.28,-58738.36,25.05
492.0,7.66,300394,天孚通信,510.99,488.0,501.0,457.0,383347104252.0,382577859792.0,70124.18,52696.19,17427.99,-70097.07,-27.1,7.07
1250.35,4.91,300308,中际旭创,1264.0,1220.0,1220.0,1191.81,1394027957317.0,1387407525365.0,68490.58,32078.52,36412.06,-68458.54,-32.03,6.23
231.01,7.39,002281,光迅科技,231.77,220.02,220.05,215.11,186350165470.0,180178594714.0,63374.52,56589.53,6784.99,-28733.77,-34640.75,12.9
489.5,3.12,603986,兆易创新,493.66,477.0,478.89,474.69,343189649765.0,326910022747.0,56483.01,58601.95,-2118.94,-56492.13,-20.27,9.69
4.81,8.58,000100,TCL科技,4.86,4.66,4.66,4.43,100052148370.0,92025084993.0,55184.26,54519.69,664.57,-31185.84,-23998.42,15.85
76.68,3.62,002475,立讯精密,76.68,74.81,75.0,74.0,558689422353.0,557407961222.0,53804.0,40569.31,13234.69,-28421.67,-25382.33,13.41
91.43,10.0,600487,亨通光电,91.43,88.12,90.0,83.12,225502244058.0,223562910259.0,45834.04,77362.08,-31528.04,-34016.84,-11816.29,9.0
784.58,5.03,300502,新易盛,787.73,758.07,760.0,747.0,781361364115.0,696141932133.0,45365.7,39656.55,5709.15,-45344.45,-21.25,5.79
59.88,7.29,600549,厦门钨业,59.89,55.58,55.85,55.81,95064639261.0,93049446962.0,43664.1,25957.99,17706.11,-22640.5,-21024.2,20.07
227.0,7.62,002384,东山精密,227.0,219.0,219.6,210.93,415774909764.0,314695031121.0,34332.69,12727.61,21605.08,-25239.17,-9093.51,4.93
5.68,3.84,000725,京东方Ａ,5.76,5.54,5.58,5.47,210411783404.0,206420649771.0,30577.77,-5179.13,35756.9,1563.76,-32141.53,5.83
13.17,10.03,002171,楚江新材,13.17,12.13,12.13,11.97,21374091774.0,21252975160.0,28753.3,24844.39,3908.91,-10331.25,-18422.04,27.18
43.62,10.01,601231,环旭电子,43.62,41.38,41.4,39.65,104212763502.0,104212763502.0,26705.27,35284.89,-8579.62,-16974.75,-9730.52,29.32
158.58,6.25,000988,华工科技,158.58,153.0,153.98,149.25,159452619276.0,159370625487.0,25796.46,15575.18,10221.28,-13698.73,-12097.73,6.92
6.35,10.05,600310,广西能源,6.35,5.98,5.98,5.77,9307263085.0,9307263085.0,22150.62,23289.74,-1139.12,-9914.95,-12235.48,38.18
55.07,7.24,601208,东材科技,56.1,52.0,52.0,51.35,55630774671.0,55630774671.0,21341.59,18004.69,3336.9,-11106.04,-10235.01,13.53
29.01,2.84,000938,紫光股份,29.35,28.67,28.67,28.21,82970917145.0,82970708273.0,19787.57,17819.69,1967.89,-9736.04,-10051.53,12.65
253.44,6.94,688008,澜起科技,258.0,245.11,248.25,237.0,309754373322.0,290550337482.0,19178.04,17471.58,1706.46,-18122.14,-1071.04,2.9
37.25,2.62,000063,中兴通讯,37.68,36.78,36.8,36.3,178186674541.0,150028890892.0,18601.47,12916.73,5684.73,-9594.75,-9006.72,8.34
80.61,6.98,600584,长电科技,81.2,76.23,76.23,75.35,144244708488.0,144244708488.0,18348.89,-9601.65,27950.54,-2624.75,-15721.72,2.62
5.07,9.98,600666,奥瑞德,5.07,4.9,4.9,4.61,13949838288.0,12686425073.0,18093.89,19988.91,-1895.01,-8300.64,-9793.2,57.59
247.0,5.29,300548,长芯博创,248.18,238.18,243.48,234.6,72779693116.0,67273445616.0,17350.59,10831.45,6519.14,-3711.0,-13639.59,11.22
361.01,3.42,300476,胜宏科技,362.0,347.88,349.08,349.08,354795145341.0,312344027094.0,17224.34,713.86,16510.48,-2588.04,-14636.3,4.69
75.61,6.22,001280,中国铀业,75.93,72.08,72.34,71.18,156375227259.0,13135519112.0,16744.6,7964.79,8779.81,-5523.2,-11221.4,25.59
47.38,10.01,603938,三孚股份,47.38,43.55,43.67,43.07,18128748668.0,18128748668.0,16367.08,14692.66,1674.42,-7259.58,-9107.5,25.06
19.6,7.4,001896,豫能控股,19.6,18.03,18.2,18.25,29905314068.0,29905314068.0,16163.73,13801.7,2362.03,-5508.94,-10654.79,9.43
16.04,5.8,600703,三安光电,16.24,15.43,15.43,15.16,80023860381.0,80023860381.0,15442.92,10109.2,5333.72,-5939.65,-9505.83,11.08
13.86,10.0,601609,金田股份,13.86,12.58,12.61,12.6,23958925355.0,23958925355.0,14732.96,15501.32,-768.37,-5376.87,-9355.53,23.4
340.93,6.53,300620,光库科技,349.37,330.2,333.0,320.02,84953123207.0,84244889885.0,14536.34,-718.97,15255.32,-1460.47,-13075.87,5.18
52.58,6.22,600498,烽火通信,52.68,49.98,49.98,49.5,71412446204.0,66861856156.0,13898.91,4872.88,9026.04,-6510.72,-7397.64,9.83
382.0,8.0,688048,长光华芯,382.0,366.58,366.58,353.7,67338938226.0,67338938226.0,12345.46,10136.55,2208.91,-11880.68,-472.41,7.07
38.02,6.71,002179,中航光电,38.17,36.01,36.01,35.63,80504595869.0,79709072613.0,12099.49,2918.73,9180.76,-4385.9,-7713.59,16.66
24.12,9.99,002119,康强电子,24.12,21.81,21.89,21.93,9051850080.0,9051850080.0,11506.54,10728.92,777.62,-5104.52,-6402.02,39.43
25.75,10.14,300077,国民技术,25.98,23.4,23.4,23.38,17461762525.0,14582943425.0,11334.07,5050.52,6283.55,-3040.64,-8293.43,14.24
57.74,10.0,603236,移远通信,57.74,52.42,52.42,52.49,23266493921.0,21151358142.0,11151.7,11156.55,-4.85,-7682.69,-3467.28,18.68
52.7,13.07,300302,同有科技,52.94,46.98,47.08,46.61,25257202155.0,19436492267.0,10626.98,1687.56,8939.41,-8892.44,-1734.54,7.88
35.18,6.51,600460,士兰微,35.43,33.35,33.35,33.03,58542047507.0,58542047507.0,10013.49,960.64,9052.85,-3397.2,-6616.63,8.19
89.49,3.61,002428,云南锗业,89.8,86.5,87.56,86.37,58447708800.0,58440158081.0,9977.73,5499.42,4478.32,-3322.55,-6655.18,4.9
16.73,7.11,600246,万通发展,16.85,16.01,16.5,15.62,32506180473.0,31626600723.0,9655.04,6398.44,3256.6,-2119.15,-7536.06,8.85
98.34,5.01,002222,福晶科技,98.52,95.52,95.52,93.65,46244385000.0,46038039555.0,9347.78,4210.88,5136.9,-4981.5,-4366.27,13.03
71.69,9.17,603119,浙江荣泰,72.19,66.24,66.5,65.67,33899331106.0,19000610137.0,9279.69,2132.91,7146.78,-5756.8,-3526.69,10.11
154.48,3.97,002975,博杰股份,157.97,151.6,154.86,148.58,32152036097.0,21218451945.0,9132.21,4756.73,4375.48,815.07,-9947.28,9.56
51.72,3.59,000831,中国稀土,51.85,49.2,49.8,49.93,54886340138.0,54886340138.0,8931.19,7833.57,1097.62,-2818.48,-6112.71,16.97
56.98,10.0,002046,国机精工,56.98,51.22,52.21,51.8,30552154861.0,30209541243.0,8691.19,7361.09,1330.11,-6192.73,-2498.46,15.55
22.41,4.43,002130,沃尔核材,22.45,21.86,21.94,21.46,31371475782.0,25703200012.0,8684.79,3578.3,5106.49,-3440.56,-5244.23,17.81
640.0,4.75,688635,长进光子,650.0,620.0,628.0,611.0,59948800000.0,11364170880.0,8525.78,3330.47,5195.31,-8435.64,-70.96,8.4
282.23,6.29,688702,盛科通信-U,295.35,281.52,285.0,265.52,115714300000.0,57290370916.0,8410.91,5571.21,2839.7,-8116.83,-269.72,7.29
90.31,2.39,002897,意华股份,96.99,88.22,95.08,88.2,17509365656.0,16474820986.0,8067.45,4718.82,3348.63,157.81,-8225.26,7.64
8.86,10.06,600198,大唐电信,8.86,8.14,8.17,8.05,11549927373.0,11535275263.0,7688.75,8665.24,-976.49,-3441.3,-4247.45,37.59
135.42,2.22,688981,中芯国际,135.97,131.85,132.0,132.48,1085186653702.0,270780760386.0,7218.54,6969.12,249.42,-4661.58,-2535.74,3.46
54.16,20.01,301366,一博科技,54.16,52.81,54.16,45.13,11348480646.0,6336522533.0,7139.8,13586.58,-6446.78,-5102.16,-2037.63,14.74
6.03,10.04,300292,吴通控股,6.07,5.57,5.57,5.48,8090842793.0,6729147222.0,6920.36,655.84,6264.51,-1848.91,-5071.45,13.11
4.39,10.03,600255,鑫科材料,4.39,4.39,4.39,3.99,7928985132.0,7928985132.0,6915.45,9010.62,-2095.17,-3838.44,-3072.62,38.05
55.85,3.23,000733,振华科技,56.33,54.11,54.6,54.1,30950362721.0,30946190726.0,6721.38,7683.05,-961.67,-3976.62,-2744.76,7.53
43.58,7.18,300747,锐科激光,44.49,40.96,41.39,40.66,24474528000.0,22747797754.0,6707.11,4165.76,2541.35,-355.93,-6351.18,8.4
59.09,9.75,605358,立昂微,59.12,54.91,54.91,53.84,39671714793.0,39671714793.0,6670.15,5379.77,1290.38,-8972.72,2304.94,4.74
45.42,4.08,603738,泰晶科技,45.62,43.72,44.21,43.64,17527009887.0,17527009887.0,6647.38,3012.87,3634.51,-2228.54,-4419.3,14.45
80.97,1.2,601138,工业富联,81.5,78.43,79.95,80.01,1606776152235.0,1606776152235.0,6617.5,-15786.12,22403.62,-8084.08,1469.01,1.11
8.02,2.3,000060,中金岭南,8.1,7.72,7.78,7.84,35618203113.0,35617751988.0,6598.88,5179.05,1419.83,-1166.15,-5432.72,11.9
69.13,3.94,000657,中钨高新,69.34,65.11,65.89,66.51,157519922172.0,100440728892.0,6408.48,-678.16,7086.64,89.04,-6497.52,5.97
40.45,4.44,603319,美湖股份,40.48,38.4,39.8,38.73,13718604475.0,13718604475.0,6251.08,7194.04,-942.96,-3049.63,-3201.86,16.28
17.16,0.7,603399,永杉锂业,17.29,15.34,16.05,17.04,8790907537.0,8790907537.0,6025.15,1010.86,5014.29,-2592.54,-3430.21,9.51
242.89,4.43,688205,德科立,243.0,238.49,240.0,232.59,38677193460.0,38677193460.0,5912.62,2635.67,3276.95,-5759.44,-164.31,10.73
3.98,7.57,600103,青山纸业,4.07,3.69,3.7,3.7,8918490453.0,8805069607.0,5866.04,2582.32,3283.72,-2002.16,-3864.28,12.07
123.33,10.0,002980,华盛昌,123.33,117.77,118.68,112.12,23358845063.0,12491731137.0,5863.37,4558.31,1305.07,-3954.3,-1909.07,6.88
42.72,9.99,600367,红星发展,42.72,41.5,42.7,38.84,14573112133.0,13754694335.0,5834.45,5551.91,282.55,-3097.48,-2736.97,12.82
41.27,2.03,002536,飞龙股份,43.8,40.2,42.75,40.45,23721413598.0,22467432365.0,5812.59,1197.9,4614.68,-279.1,-5533.49,9.09
27.65,9.98,002787,华源控股,27.65,25.27,25.36,25.14,9267632962.0,6936282152.0,5766.93,5885.61,-118.68,-2538.89,-3228.04,20.59
470.05,6.47,688167,炬光科技,486.81,465.0,470.0,441.5,42238469256.0,42238469256.0,5573.62,4412.7,1160.92,-5503.58,-70.04,5.6
57.74,4.04,001267,汇绿生态,58.0,56.81,57.66,55.5,45335408508.0,35138055659.0,5567.46,1917.0,3650.46,-3189.03,-2378.42,13.26
56.14,14.85,688655,迅捷兴,56.45,50.18,50.18,48.88,7488514600.0,7488514600.0,5489.41,2883.87,2605.54,-1333.72,-4137.51,16.99
170.22,5.83,300570,太辰光,172.99,167.81,169.99,160.85,38661535301.0,32715058076.0,5315.55,-1961.61,7277.16,-1961.2,-3354.35,3.61
11.03,-0.45,000001,平安银行,11.05,10.96,11.03,11.08,214047277724.0,214043775203.0,5277.37,5675.18,-397.82,-4809.27,-468.1,22.31
16.22,1.06,002465,海格通信,16.48,15.65,15.8,16.05,40255346637.0,40191328908.0,5149.07,2656.34,2492.72,-1009.0,-4140.06,12.46
190.5,5.59,688820,盛合晶微,192.62,179.0,179.0,180.42,354858465479.0,32937953492.0,5103.76,-6102.53,11206.29,4823.94,-9931.51,2.89
54.04,8.91,600105,永鼎股份,54.18,51.0,51.0,49.62,79006199100.0,79006199100.0,5030.39,-2629.65,7660.04,-6960.94,1929.47,1.4
6.73,9.97,600403,大有能源,6.73,6.28,6.73,6.12,16090167465.0,16090167465.0,5023.64,6116.62,-1092.99,-3011.38,-2012.18,9.98
152.95,1.29,300776,帝尔激光,155.42,150.41,153.41,151.0,43575330958.0,27374531844.0,4927.51,1851.25,3076.26,-1268.89,-3658.62,12.56
38.1,7.23,300398,飞凯材料,38.96,36.6,36.66,35.53,21600659745.0,21482694182.0,4838.53,-273.24,5111.77,-1624.3,-3214.22,6.37
3.79,6.16,000518,四环生物,3.8,3.53,3.53,3.57,3902018081.0,3901940276.0,4817.78,4054.71,763.07,-1679.17,-3138.61,22.28
187.64,2.82,688301,奕瑞科技,189.3,182.06,182.93,182.49,39676340460.0,39676340460.0,4813.84,4377.12,436.73,-3751.36,-1051.22,13.54
49.48,1.87,600111,北方稀土,49.49,47.88,48.15,48.57,178873457862.0,178873457862.0,4732.92,623.65,4109.27,-2857.02,-1883.31,5.19
142.51,3.91,300489,光智科技,144.77,135.09,137.65,137.15,19831383066.0,19758795027.0,4657.25,177.49,4479.76,-810.81,-3846.44,14.11
16.07,6.14,002125,湘潭电化,16.19,14.97,15.03,15.14,10116247121.0,10116247121.0,4526.72,1657.85,2868.87,-624.97,-3901.75,17.91
13.68,1.48,601012,隆基绿能,13.76,13.38,13.48,13.48,103667943756.0,103667840526.0,4519.4,5107.68,-588.28,-3050.11,-1468.88,10.68
298.64,3.07,688668,鼎通科技,302.0,286.24,293.78,289.74,41591773776.0,41591773776.0,4515.12,1633.71,2881.41,-4445.03,-64.12,13.49
7.7,7.24,300088,长信科技,8.1,7.3,7.33,7.18,19232548558.0,19138368457.0,4514.43,2133.7,2380.73,-4509.44,-4.99,3.75
107.78,6.38,300782,卓胜微,110.0,105.99,109.0,101.32,61972097351.0,48312117706.0,4511.46,71.66,4439.8,-35.11,-4476.35,4.5
24.3,3.62,600459,贵研铂业,24.5,23.46,23.5,23.45,20005658292.0,18460862069.0,4500.14,1582.51,2917.63,-2335.38,-2164.51,6.44
109.07,5.03,688220,翱捷科技-U,111.9,106.83,106.87,103.85,45624077963.0,40262026941.0,4441.97,1118.72,3323.24,-1515.29,-2926.68,10.42
26.51,3.31,002056,横店东磁,26.82,25.56,25.8,25.66,43124137082.0,43079587955.0,4441.23,129.24,4311.99,270.17,-4711.4,9.73
240.93,3.93,688195,腾景科技,245.37,238.0,243.38,231.82,43630013700.0,43630013700.0,4387.9,2938.09,1449.81,-4231.15,-151.94,9.04
32.34,7.26,002645,华宏科技,32.59,30.31,30.61,30.15,20296595642.0,18331753458.0,4387.05,1258.62,3128.43,-890.64,-3496.42,10.97
39.58,2.04,600114,东睦股份,39.76,38.58,38.79,38.79,24990158020.0,24396458020.0,4383.64,2459.79,1923.84,-1184.82,-3200.8,11.65
73.73,10.0,001259,利仁科技,73.73,70.01,70.01,67.03,5425708712.0,3505455911.0,4371.27,4091.24,280.03,-2492.31,-1878.96,33.08
29.54,1.9,603011,合锻智能,29.8,27.2,27.5,28.99,14605002469.0,14605002469.0,4356.24,2369.25,1986.99,-2681.31,-1677.88,5.31
321.88,5.19,688017,绿的谐波,322.3,304.0,304.09,306.0,59010300635.0,59010300635.0,4329.45,657.13,3672.32,-4069.66,-294.95,3.96
20.04,2.35,000510,新金路,20.07,19.04,19.56,19.58,12996813524.0,12156472256.0,4287.4,2454.16,1833.24,1041.69,-5329.1,11.46
44.1,1.87,002903,宇环数控,44.9,43.18,44.51,43.29,6910381800.0,4703955121.0,4258.95,2108.5,2150.44,273.52,-4532.46,22.99
